param_C,mean_test_score,std_test_score,mean_train_score
0.01,0.981576046861996,0.005704708742051171,0.9831071024623819
0.1,0.9815014379544248,0.005270036053213259,0.9832110244672322
1.0,0.9814671669706401,0.005246448053795831,0.9832131865277699
10.0,0.9814730221466835,0.005223983364063314,0.9832122505929851
